FieldSampleID,Block,Depth_val,Depth_incr,N_Treat,Treat_ID,Treat_Explan,Till_Status,Year,Bulk_dens,Tot_N,Tot_C,OC,IC
GGRS_301LOb_1020,3,1020,2,Low,5,SP/SW/WP/WW,No Till,2012,1.25,0.12,1.06,1.06,0.01
GGRS_301LOb_2030,3,2030,3,Low,5,SP/SW/WP/WW,No Till,2012,1.49,0.09,0.8,0.75,0.05
GGRS_301HIa_0010,3,10,1,High,5,SP/SW/WP/WW,No Till,2012,1.11,0.14,1.48,1.45,0.03
GGRS_301HIa_1020,3,1020,2,High,5,SP/SW/WP/WW,No Till,2012,1.43,0.15,1.12,1.1,0.02
GGRS_301HIa_2030,3,2030,3,High,5,SP/SW/WP/WW,No Till,2012,1.22,0.1,0.95,0.86,0.09
GGRS_301HIb_0010,3,10,1,High,5,SP/SW/WP/WW,No Till,2012,1.17,0.14,1.32,1.29,0.02
GGRS_301HIb_1020,3,1020,2,High,5,SP/SW/WP/WW,No Till,2012,1.56,0.13,0.91,0.84,0.08
GGRS_301HIb_2030,3,2030,3,High,5,SP/SW/WP/WW,No Till,2012,1.37,0.11,1.04,1.02,0.03
GGRS_302LOa_0010,3,10,1,Low,2,ChemF/SW/ChemF/WW,No Till,2012,1.22,0.11,1.19,1.17,0.02
GGRS_302LOa_1020,3,1020,2,Low,2,ChemF/SW/ChemF/WW,No Till,2012,1.25,0.11,0.96,0.95,0.02
GGRS_302LOa_2030,3,2030,3,Low,2,ChemF/SW/ChemF/WW,No Till,2012,1.5,0.08,0.76,0.73,0.03
GGRS_302LOb_0010,3,10,1,Low,2,ChemF/SW/ChemF/WW,No Till,2012,1.3,0.11,1.11,1.09,0.02
GGRS_302LOb_1020,3,1020,2,Low,2,ChemF/SW/ChemF/WW,No Till,2012,1.28,0.12,0.95,0.93,0.01
GGRS_302LOb_2030,3,2030,3,Low,2,ChemF/SW/ChemF/WW,No Till,2012,1.34,0.09,0.87,0.78,0.08
GGRS_302HIa_0010,3,10,1,High,2,ChemF/SW/ChemF/WW,No Till,2012,1.13,0.13,1.2,1.18,0.02
GGRS_302HIa_1020,3,1020,2,High,2,ChemF/SW/ChemF/WW,No Till,2012,1.15,0.06,0.95,0.94,0.01
GGRS_302HIa_2030,3,2030,3,High,2,ChemF/SW/ChemF/WW,No Till,2012,1.51,0.09,0.75,0.72,0.03
GGRS_302HIb_0010,3,10,1,High,2,ChemF/SW/ChemF/WW,No Till,2012,1.23,0.12,1.13,1.11,0.02
GGRS_302HIb_1020,3,1020,2,High,2,ChemF/SW/ChemF/WW,No Till,2012,1.14,0.12,0.95,0.94,0.01
GGRS_302HIb_2030,3,2030,3,High,2,ChemF/SW/ChemF/WW,No Till,2012,1.57,0.1,0.8,0.77,0.03
GGRS_303LOa_0010,3,10,1,Low,9,SP/SW/WP/WW,No Till,2012,1.21,0.14,1.42,1.39,0.02
GGRS_303LOa_1020,3,1020,2,Low,9,SP/SW/WP/WW,No Till,2012,1.23,0.14,1.42,1.4,0.02
GGRS_303LOa_2030,3,2030,3,Low,9,SP/SW/WP/WW,No Till,2012,1.29,0.12,1,0.99,0.01
GGRS_303LOb_0010,3,10,1,Low,9,SP/SW/WP/WW,No Till,2012,1.38,0.12,1.03,1.01,0.02
GGRS_303LOb_1020,3,1020,2,Low,9,SP/SW/WP/WW,No Till,2012,1.46,0.1,0.82,0.79,0.02
GGRS_303LOb_2030,3,2030,3,Low,9,SP/SW/WP/WW,No Till,2012,1.46,0.09,0.88,0.85,0.03
GGRS_303LOa_0010,3,10,1,Low,9,SP/SW/WP/WW,No Till,2012,1.22,0.13,1.26,1.23,0.03
GGRS_303LOa_1020,3,1020,2,Low,9,SP/SW/WP/WW,No Till,2012,1.24,0.13,1.31,1.29,0.02
GGRS_303LOa_2030,3,2030,3,Low,9,SP/SW/WP/WW,No Till,2012,1.36,0.13,0.95,0.94,0.01
GGRS_303LOb_0010,3,10,1,Low,9,SP/SW/WP/WW,No Till,2012,1.4,0.11,0.93,0.88,0.04
GGRS_303LOb_1020,3,1020,2,Low,9,SP/SW/WP/WW,No Till,2012,1.47,0.11,0.94,0.89,0.05
GGRS_303LOb_2030,3,2030,3,Low,9,SP/SW/WP/WW,No Till,2012,1.35,0.09,0.9,0.88,0.03
GGRS_305HIa_0010,3,10,1,High,6,SPFor/SW/WPFor/WW,No Till,2012,1.25,0.12,1.14,1.12,0.02
GGRS_305HIa_1020,3,1020,2,High,6,SPFor/SW/WPFor/WW,No Till,2012,1.27,0.11,0.97,0.95,0.02
GGRS_305HIa_2030,3,2030,3,High,6,SPFor/SW/WPFor/WW,No Till,2012,1.46,0.09,0.77,0.74,0.02
GGRS_305HIb_0010,3,10,1,High,6,SPFor/SW/WPFor/WW,No Till,2012,1.19,0.12,1.18,1.16,0.02
GGRS_305HIb_1020,3,1020,2,High,6,SPFor/SW/WPFor/WW,No Till,2012,1.26,0.12,0.92,0.9,0.02
GGRS_305HIb_2030,3,2030,3,High,6,SPFor/SW/WPFor/WW,No Till,2012,1.44,0.09,0.77,0.75,0.02
GGRS_305LOa_0010,3,10,1,Low,6,SPFor/SW/WPFor/WW,No Till,2012,1.23,0.12,1.25,1.23,0.02
GGRS_305LOa_1020,3,1020,2,Low,6,SPFor/SW/WPFor/WW,No Till,2012,1.34,0.11,0.98,0.95,0.03
GGRS_305LOa_2030,3,2030,3,Low,6,SPFor/SW/WPFor/WW,No Till,2012,1.51,0.08,0.81,0.79,0.02
GGRS_305LOb_0010,3,10,1,Low,6,SPFor/SW/WPFor/WW,No Till,2012,1.35,0.12,1.1,1.08,0.02
GGRS_305LOb_1020,3,1020,2,Low,6,SPFor/SW/WPFor/WW,No Till,2012,1.32,0.11,0.94,0.91,0.03
GGRS_305LOb_2030,3,2030,3,Low,6,SPFor/SW/WPFor/WW,No Till,2012,1.45,0.08,0.75,0.74,0.02
GGRS_306LOa_0010,3,10,1,Low,1,TillFal/SW/TillFal/WW,Till,2012,1.02,0.11,1.11,1.09,0.02
GGRS_306LOa_1020,3,1020,2,Low,1,TillFal/SW/TillFal/WW,Till,2012,1.21,0.11,0.99,0.97,0.02
GGRS_306LOa_2030,3,2030,3,Low,1,TillFal/SW/TillFal/WW,Till,2012,1.49,0.08,0.82,0.73,0.08
GGRS_306LOb_0010,3,10,1,Low,1,TillFal/SW/TillFal/WW,Till,2012,1.11,0.12,1.09,1.07,0.02
GGRS_306LOb_1020,3,1020,2,Low,1,TillFal/SW/TillFal/WW,Till,2012,1.25,0.11,0.94,0.91,0.03
GGRS_306LOb_2030,3,2030,3,Low,1,TillFal/SW/TillFal/WW,Till,2012,1.48,0.1,0.8,0.78,0.02
GGRS_306HIa_0010,3,10,1,High,1,TillFal/SW/TillFal/WW,Till,2012,1.15,0.13,1.21,1.19,0.02
GGRS_306HIa_1020,3,1020,2,High,1,TillFal/SW/TillFal/WW,Till,2012,1.19,0.11,1.03,1,0.03
GGRS_306HIa_2030,3,2030,3,High,1,TillFal/SW/TillFal/WW,Till,2012,1.43,0.09,0.83,0.82,0.02
GGRS_306HIb_0010,3,10,1,High,1,TillFal/SW/TillFal/WW,Till,2012,0.99,0.12,1.17,1.15,0.02
GGRS_306HIb_1020,3,1020,2,High,1,TillFal/SW/TillFal/WW,Till,2012,1.22,0.11,0.97,0.96,0.01
GGRS_306HIb_2030,3,2030,3,High,1,TillFal/SW/TillFal/WW,Till,2012,1.43,0.09,0.78,0.75,0.03
GGRS_307HIa_0010,3,10,1,High,3,SW/SW/WW/WW,No Till,2012,1.13,0.12,1.28,1.26,0.02
GGRS_307HIa_1020,3,1020,2,High,3,SW/SW/WW/WW,No Till,2012,1.25,0.11,1.01,0.98,0.03
GGRS_307HIa_2030,3,2030,3,High,3,SW/SW/WW/WW,No Till,2012,1.52,0.09,0.88,0.86,0.02
GGRS_307HIb_0010,3,10,1,High,3,SW/SW/WW/WW,No Till,2012,1.1,0.12,1.13,1.11,0.02
GGRS_307HIb_1020,3,1020,2,High,3,SW/SW/WW/WW,No Till,2012,1.27,0.11,1,0.98,0.02
GGRS_307HIb_2030,3,2030,3,High,3,SW/SW/WW/WW,No Till,2012,1.56,0.09,0.84,0.82,0.02
GGRS_307LOa_0010,3,10,1,Low,3,SW/SW/WW/WW,No Till,2012,1.13,0.15,1.55,1.54,0.01
GGRS_307LOa_1020,3,1020,2,Low,3,SW/SW/WW/WW,No Till,2012,1.04,0.12,1.02,0.99,0.03
GGRS_307LOa_2030,3,2030,3,Low,3,SW/SW/WW/WW,No Till,2012,1.69,0.1,0.91,0.88,0.03
GGRS_307LOb_0010,3,10,1,Low,3,SW/SW/WW/WW,No Till,2012,1.15,0.14,1.32,1.3,0.02
GGRS_307LOb_1020,3,1020,2,Low,3,SW/SW/WW/WW,No Till,2012,1.15,0.11,1,0.98,0.02
GGRS_307LOb_2030,3,2030,3,Low,3,SW/SW/WW/WW,No Till,2012,1.51,0.09,0.86,0.84,0.02
GGRS_308LOa_0010,3,10,1,Low,7,SPMan/SW/WPMan/WW,No Till,2012,1.2,0.14,1.23,1.21,0.01
GGRS_308LOa_1020,3,1020,2,Low,7,SPMan/SW/WPMan/WW,No Till,2012,1.46,0.12,0.99,0.97,0.02
GGRS_308LOa_2030,3,2030,3,Low,7,SPMan/SW/WPMan/WW,No Till,2012,1.33,0.09,0.83,0.82,0.02
GGRS_308LOb_0010,3,10,1,Low,7,SPMan/SW/WPMan/WW,No Till,2012,1.23,0.12,1.17,1.17,0.01
GGRS_308LOb_1020,3,1020,2,Low,7,SPMan/SW/WPMan/WW,No Till,2012,1.46,0.11,0.93,0.91,0.01
GGRS_308LOb_2030,3,2030,3,Low,7,SPMan/SW/WPMan/WW,No Till,2012,1.32,0.1,0.82,0.8,0.01
GGRS_308HIa_0010,3,10,1,High,7,SPMan/SW/WPMan/WW,No Till,2012,1.19,0.14,1.43,1.41,0.02
GGRS_308HIa_1020,3,1020,2,High,7,SPMan/SW/WPMan/WW,No Till,2012,1.28,0.12,1.07,1.04,0.03
GGRS_308HIa_2030,3,2030,3,High,7,SPMan/SW/WPMan/WW,No Till,2012,1.38,0.11,0.9,0.88,0.02
GGRS_308HIb_0010,3,10,1,High,7,SPMan/SW/WPMan/WW,No Till,2012,1.24,0.13,1.19,1.17,0.02
GGRS_308HIb_1020,3,1020,2,High,7,SPMan/SW/WPMan/WW,No Till,2012,1.32,0.11,0.95,0.93,0.02
GGRS_308HIb_2030,3,2030,3,High,7,SPMan/SW/WPMan/WW,No Till,2012,1.31,0.1,0.82,0.8,0.02
GGRS_309LOa_0010,3,10,1,Low,4,Flax/SW/WCan/WW,No Till,2012,1.03,0.14,1.37,1.33,0.03
GGRS_309LOa_1020,3,1020,2,Low,4,Flax/SW/WCan/WW,No Till,2012,1.2,0.12,1.04,1.03,0.01
GGRS_309LOa_2030,3,2030,3,Low,4,Flax/SW/WCan/WW,No Till,2012,1.65,0.1,0.85,0.82,0.02
GGRS_309LOb_0010,3,10,1,Low,4,Flax/SW/WCan/WW,No Till,2012,1.22,0.13,1.3,1.3,0
GGRS_309LOb_1020,3,1020,2,Low,4,Flax/SW/WCan/WW,No Till,2012,1.38,0.11,1,0.98,0.02
GGRS_309LOb_2030,3,2030,3,Low,4,Flax/SW/WCan/WW,No Till,2012,1.53,0.11,0.9,0.87,0.03
GGRS_309HIa_0010,3,10,1,High,4,Flax/SW/WCan/WW,No Till,2012,1.21,0.14,1.35,1.35,0
GGRS_309HIa_1020,3,1020,2,High,4,Flax/SW/WCan/WW,No Till,2012,1.25,0.11,1.01,1,0.01
GGRS_309HIa_2030,3,2030,3,High,4,Flax/SW/WCan/WW,No Till,2012,1.52,0.09,0.78,0.76,0.03
GGRS_309HIb_0010,3,10,1,High,4,Flax/SW/WCan/WW,No Till,2012,1.29,0.12,1.27,1.25,0.02
GGRS_309HIb_1020,3,1020,2,High,4,Flax/SW/WCan/WW,No Till,2012,1.35,0.11,0.92,0.91,0.01
GGRS_309HIb_2030,3,2030,3,High,4,Flax/SW/WCan/WW,No Till,2012,1.24,0.09,0.78,0.76,0.02
GGRS_401HIa_0010,4,10,1,High,1,TillFal/SW/TillFal/WW,Till,2012,1.1,0.12,1.29,1.01,0.28
GGRS_401HIa_1020,4,1020,2,High,1,TillFal/SW/TillFal/WW,Till,2012,1.48,0.1,1.09,0.88,0.21
GGRS_401HIa_2030,4,2030,3,High,1,TillFal/SW/TillFal/WW,Till,2012,1.34,0.1,1.34,0.7,0.64
GGRS_401HIb_0010,4,10,1,High,1,TillFal/SW/TillFal/WW,Till,2012,1.09,0.11,1.75,1.01,0.75
GGRS_401HIb_1020,4,1020,2,High,1,TillFal/SW/TillFal/WW,Till,2012,1.51,0.1,1.64,0.81,0.83
GGRS_401HIb_2030,4,2030,3,High,1,TillFal/SW/TillFal/WW,Till,2012,1.28,0.08,2.09,0.65,1.44
GGRS_401LOa_0010,4,10,1,Low,1,TillFal/SW/TillFal/WW,Till,2012,1.08,0.12,1.13,1.07,0.07
GGRS_401LOa_1020,4,1020,2,Low,1,TillFal/SW/TillFal/WW,Till,2012,1.58,0.12,1.04,0.91,0.13
GGRS_401LOa_2030,4,2030,3,Low,1,TillFal/SW/TillFal/WW,Till,2012,1.29,0.1,1.02,0.68,0.34
GGRS_401LOb_0010,4,10,1,Low,1,TillFal/SW/TillFal/WW,Till,2012,1.2,0.12,1.71,0.97,0.74
GGRS_401LOb_1020,4,1020,2,Low,1,TillFal/SW/TillFal/WW,Till,2012,1.39,0.11,1.65,0.81,0.84
GGRS_401LOb_2030,4,2030,3,Low,1,TillFal/SW/TillFal/WW,Till,2012,1.31,0.08,2.41,0.53,1.88
GGRS_402LOa_0010,4,10,1,Low,5,SP/SW/WP/WW,No Till,2012,1.25,0.13,1.11,1.09,0.02
GGRS_402LOa_1020,4,1020,2,Low,5,SP/SW/WP/WW,No Till,2012,1.49,0.11,0.95,0.89,0.06
GGRS_402LOa_2030,4,2030,3,Low,5,SP/SW/WP/WW,No Till,2012,1.3,0.09,1.15,0.71,0.44
GGRS_402LOb_0010,4,10,1,Low,5,SP/SW/WP/WW,No Till,2012,1.28,0.11,1.79,0.98,0.81
GGRS_402LOb_1020,4,1020,2,Low,5,SP/SW/WP/WW,No Till,2012,1.58,0.1,1.78,0.79,0.99
GGRS_402LOb_2030,4,2030,3,Low,5,SP/SW/WP/WW,No Till,2012,1.31,0.08,2.36,0.5,1.86
GGRS_402HIa_0010,4,10,1,High,5,SP/SW/WP/WW,No Till,2012,1.2,0.12,1.16,1.13,0.02
GGRS_402HIa_1020,4,1020,2,High,5,SP/SW/WP/WW,No Till,2012,1.3,0.11,0.97,0.9,0.07
GGRS_402HIa_2030,4,2030,3,High,5,SP/SW/WP/WW,No Till,2012,1.37,0.09,1.14,0.74,0.39
GGRS_402HIb_0010,4,10,1,High,5,SP/SW/WP/WW,No Till,2012,1.27,0.13,1.89,1.15,0.74
GGRS_402HIb_1020,4,1020,2,High,5,SP/SW/WP/WW,No Till,2012,1.42,0.1,1.75,0.89,0.86
GGRS_402HIb_2030,4,2030,3,High,5,SP/SW/WP/WW,No Till,2012,1.14,0.08,1.85,0.67,1.19
GGRS_403LOa_0010,4,10,1,Low,7,SPMan/SW/WPMan/WW,No Till,2012,1.22,0.12,1.21,1.14,0.06
GGRS_403LOa_1020,4,1020,2,Low,7,SPMan/SW/WPMan/WW,No Till,2012,1.44,0.11,0.93,0.84,0.09
GGRS_403LOa_2030,4,2030,3,Low,7,SPMan/SW/WPMan/WW,No Till,2012,1.36,0.08,1.73,0.6,1.13
GGRS_403LOb_0010,4,10,1,Low,7,SPMan/SW/WPMan/WW,No Till,2012,1.28,0.11,1.4,0.98,0.41
GGRS_403LOb_1020,4,1020,2,Low,7,SPMan/SW/WPMan/WW,No Till,2012,1.35,0.11,1.3,0.76,0.55
GGRS_403LOb_2030,4,2030,3,Low,7,SPMan/SW/WPMan/WW,No Till,2012,1.5,0.08,1.85,0.58,1.27
GGRS_403HIa_0010,4,10,1,High,7,SPMan/SW/WPMan/WW,No Till,2012,1.35,0.13,1.05,1.01,0.04
GGRS_403HIa_1020,4,1020,2,High,7,SPMan/SW/WPMan/WW,No Till,2012,1.37,0.1,0.92,0.83,0.09
GGRS_403HIa_2030,4,2030,3,High,7,SPMan/SW/WPMan/WW,No Till,2012,1.38,0.09,1.95,0.57,1.38
GGRS_403HIb_0010,4,10,1,High,7,SPMan/SW/WPMan/WW,No Till,2012,1.17,0.11,1.66,1.06,0.6
GGRS_403HIb_1020,4,1020,2,High,7,SPMan/SW/WPMan/WW,No Till,2012,1.42,0.11,1.42,0.74,0.67
GGRS_403HIb_2030,4,2030,3,High,7,SPMan/SW/WPMan/WW,No Till,2012,1.11,0.09,2.32,0.52,1.8
GGRS_404LOa_0010,4,10,1,Low,2,ChemF/SW/ChemF/WW,No Till,2012,1.19,0.12,1.11,1.01,0.1
GGRS_404LOa_1020,4,1020,2,Low,2,ChemF/SW/ChemF/WW,No Till,2012,1.53,0.1,0.81,0.61,0.2
GGRS_404LOa_2030,4,2030,3,Low,2,ChemF/SW/ChemF/WW,No Till,2012,1.25,0.06,0.98,0.64,0.34
GGRS_404LOb_0010,4,10,1,Low,2,ChemF/SW/ChemF/WW,No Till,2012,1.29,0.11,1.17,1.04,0.12
GGRS_404LOb_1020,4,1020,2,Low,2,ChemF/SW/ChemF/WW,No Till,2012,1.41,0.1,1.01,1,0.01
GGRS_404LOb_2030,4,2030,3,Low,2,ChemF/SW/ChemF/WW,No Till,2012,1.39,0.07,1.81,0.59,1.23
GGRS_404HIa_0010,4,10,1,High,2,ChemF/SW/ChemF/WW,No Till,2012,1.2,0.12,1.04,1.02,0.02
GGRS_404HIa_1020,4,1020,2,High,2,ChemF/SW/ChemF/WW,No Till,2012,1.29,0.11,0.86,0.57,0.29
GGRS_404HIa_2030,4,2030,3,High,2,ChemF/SW/ChemF/WW,No Till,2012,1.39,0.07,1.37,0.63,0.74
GGRS_404HIb_0010,4,10,1,High,2,ChemF/SW/ChemF/WW,No Till,2012,1.17,0.11,1.24,1.09,0.15
GGRS_404HIb_1020,4,1020,2,High,2,ChemF/SW/ChemF/WW,No Till,2012,1.47,0.1,1.08,1.05,0.03
GGRS_404HIb_2030,4,2030,3,High,2,ChemF/SW/ChemF/WW,No Till,2012,1.43,0.07,1.53,0.6,0.94
GGRS_405LOa_0010,4,10,1,Low,4,Flax/SW/WCan/WW,No Till,2012,1.08,0.11,1.21,1.19,0.02
GGRS_405LOa_1020,4,1020,2,Low,4,Flax/SW/WCan/WW,No Till,2012,1.43,0.1,0.89,0.88,0.02
GGRS_405LOa_2030,4,2030,3,Low,4,Flax/SW/WCan/WW,No Till,2012,1.3,0.08,0.69,0.65,0.04
GGRS_405LOb_0010,4,10,1,Low,4,Flax/SW/WCan/WW,No Till,2012,1.16,0.12,1.31,1.18,0.13
GGRS_405LOb_1020,4,1020,2,Low,4,Flax/SW/WCan/WW,No Till,2012,1.45,0.08,1.1,0.82,0.28
GGRS_405LOb_2030,4,2030,3,Low,4,Flax/SW/WCan/WW,No Till,2012,1.5,0.06,1.8,0.67,1.13
GGRS_405HIa_0010,4,10,1,High,4,Flax/SW/WCan/WW,No Till,2012,1.21,0.13,1.34,1.32,0.02
GGRS_405HIa_1020,4,1020,2,High,4,Flax/SW/WCan/WW,No Till,2012,1.35,0.12,0.9,0.88,0.01
GGRS_405HIa_2030,4,2030,3,High,4,Flax/SW/WCan/WW,No Till,2012,1.28,0.07,0.77,0.74,0.03
GGRS_405HIb_0010,4,10,1,High,4,Flax/SW/WCan/WW,No Till,2012,1.21,0.11,1.28,1.17,0.11
GGRS_405HIb_1020,4,1020,2,High,4,Flax/SW/WCan/WW,No Till,2012,1.43,0.11,0.98,0.85,0.12
GGRS_405HIb_2030,4,2030,3,High,4,Flax/SW/WCan/WW,No Till,2012,1.42,0.08,1.86,0.64,1.22
GGRS_407LOa_0010,4,10,1,Low,6,SPFor/SW/WPFor/WW,No Till,2012,1.23,0.11,1.08,1.08,0
GGRS_407LOa_1020,4,1020,2,Low,6,SPFor/SW/WPFor/WW,No Till,2012,1.54,0.1,0.89,0.86,0.03
GGRS_407LOa_2030,4,2030,3,Low,6,SPFor/SW/WPFor/WW,No Till,2012,1.36,0.07,0.78,0.75,0.03
GGRS_407LOb_0010,4,10,1,Low,6,SPFor/SW/WPFor/WW,No Till,2012,1.23,0.11,1.26,1.1,0.17
GGRS_407LOb_1020,4,1020,2,Low,6,SPFor/SW/WPFor/WW,No Till,2012,1.52,0.09,0.95,0.89,0.06
GGRS_407LOb_2030,4,2030,3,Low,6,SPFor/SW/WPFor/WW,No Till,2012,1.28,0.06,1.71,0.58,1.13
GGRS_407HIa_0010,4,10,1,High,6,SPFor/SW/WPFor/WW,No Till,2012,1.22,0.12,1.2,1.19,0.01
GGRS_407HIa_1020,4,1020,2,High,6,SPFor/SW/WPFor/WW,No Till,2012,1.45,0.11,0.89,0.87,0.02
GGRS_407HIa_2030,4,2030,3,High,6,SPFor/SW/WPFor/WW,No Till,2012,1.33,0.07,0.73,0.68,0.05
GGRS_407HIb_0010,4,10,1,High,6,SPFor/SW/WPFor/WW,No Till,2012,1.16,0.11,1.3,1.08,0.21
GGRS_407HIb_1020,4,1020,2,High,6,SPFor/SW/WPFor/WW,No Till,2012,1.41,0.09,1.02,0.78,0.24
GGRS_407HIb_2030,4,2030,3,High,6,SPFor/SW/WPFor/WW,No Till,2012,1.41,0.07,1.47,0.64,0.83
GGRS_408HIa_0010,4,10,1,High,3,SW/SW/WW/WW,No Till,2012,1.15,0.11,1.17,1.17,0.01
GGRS_408HIa_1020,4,1020,2,High,3,SW/SW/WW/WW,No Till,2012,1.26,0.1,0.91,0.89,0.02
GGRS_408HIa_2030,4,2030,3,High,3,SW/SW/WW/WW,No Till,2012,1.37,0.08,0.8,0.78,0.01
GGRS_408HIb_0010,4,10,1,High,3,SW/SW/WW/WW,No Till,2012,1.2,0.11,1.19,1.09,0.11
GGRS_408HIb_1020,4,1020,2,High,3,SW/SW/WW/WW,No Till,2012,1.46,0.09,0.94,0.84,0.1
GGRS_408HIb_2030,4,2030,3,High,3,SW/SW/WW/WW,No Till,2012,1.42,0.07,1.02,0.72,0.3
GGRS_408LOa_0010,4,10,1,Low,3,SW/SW/WW/WW,No Till,2012,1.2,0.12,1.31,1.3,0.01
GGRS_408LOa_1020,4,1020,2,Low,3,SW/SW/WW/WW,No Till,2012,1.34,0.1,0.91,0.87,0.03
GGRS_408LOa_2030,4,2030,3,Low,3,SW/SW/WW/WW,No Till,2012,1.41,0.09,0.87,0.82,0.05
GGRS_408LOb_0010,4,10,1,Low,3,SW/SW/WW/WW,No Till,2012,1.18,0.12,1.22,1.18,0.04
GGRS_408LOb_1020,4,1020,2,Low,3,SW/SW/WW/WW,No Till,2012,1.48,0.08,0.88,0.81,0.07
GGRS_408LOb_2030,4,2030,3,Low,3,SW/SW/WW/WW,No Till,2012,1.29,0.07,1.07,0.65,0.42
GGRS_409LOa_0010,4,10,1,Low,9,SP/SW/WP/WW,No Till,2012,1.38,0.14,1.33,1.32,0.01
GGRS_409LOa_1020,4,1020,2,Low,9,SP/SW/WP/WW,No Till,2012,1.23,0.15,1.52,1.51,0.01
GGRS_409LOa_2030,4,2030,3,Low,9,SP/SW/WP/WW,No Till,2012,1.44,0.09,0.92,0.9,0.01
GGRS_409LOb_0010,4,10,1,Low,9,SP/SW/WP/WW,No Till,2012,1.44,0.09,0.89,0.87,0.02
GGRS_409LOb_1020,4,1020,2,Low,9,SP/SW/WP/WW,No Till,2012,1.34,0.09,0.87,0.86,0.01
GGRS_409LOb_2030,4,2030,3,Low,9,SP/SW/WP/WW,No Till,2012,1.43,0.08,0.81,0.78,0.02
GGRS_409LOa_0010,4,10,1,Low,9,SP/SW/WP/WW,No Till,2012,1.33,0.12,1.14,1.14,0
GGRS_409LOa_1020,4,1020,2,Low,9,SP/SW/WP/WW,No Till,2012,1.37,0.12,1.17,1.14,0.03
GGRS_409LOa_2030,4,2030,3,Low,9,SP/SW/WP/WW,No Till,2012,1.52,0.09,0.84,0.81,0.03
GGRS_409LOb_0010,4,10,1,Low,9,SP/SW/WP/WW,No Till,2012,1.53,0.09,0.83,0.8,0.03
GGRS_409LOb_1020,4,1020,2,Low,9,SP/SW/WP/WW,No Till,2012,1.26,0.07,1.26,0.7,0.55
GGRS_409LOb_2030,4,2030,3,Low,9,SP/SW/WP/WW,No Till,2012,1.18,0.09,1.05,0.8,0.25
GGRS_101HIa_0010,1,10,1,High,5,SP/SW/WP/WW,No Till,2002,1.35,0.13,1.22,1.21,0.01
GGRS_101HIa_1020,1,1020,2,High,5,SP/SW/WP/WW,No Till,2002,1.31,0.11,1.2,1.18,0.02
GGRS_101HIa_2030,1,2030,3,High,5,SP/SW/WP/WW,No Till,2002,1.24,0.12,0.84,0.83,0.01
GGRS_101HIb_0010,1,10,1,High,5,SP/SW/WP/WW,No Till,2002,1.24,0.1,1.11,1.07,0.05
GGRS_101HIb_1020,1,1020,2,High,5,SP/SW/WP/WW,No Till,2002,1.46,0.08,1,0.98,0.02
GGRS_101HIb_2030,1,2030,3,High,5,SP/SW/WP/WW,No Till,2002,1.26,0.12,0.78,0.75,0.02
GGRS_101LOa_0010,1,10,1,Low,5,SP/SW/WP/WW,No Till,2002,1.44,0.16,1.31,1.29,0.01
GGRS_101LOa_1020,1,1020,2,Low,5,SP/SW/WP/WW,No Till,2002,1.39,0.11,1.14,1.12,0.02
GGRS_101LOa_2030,1,2030,3,Low,5,SP/SW/WP/WW,No Till,2002,1.14,0.1,0.82,0.81,0.01
GGRS_101LOb_0010,1,10,1,Low,5,SP/SW/WP/WW,No Till,2002,1.39,0.11,1.17,1.12,0.05
GGRS_101LOb_1020,1,1020,2,Low,5,SP/SW/WP/WW,No Till,2002,1.39,0.09,1.03,0.98,0.04
GGRS_101LOb_2030,1,2030,3,Low,5,SP/SW/WP/WW,No Till,2002,1.27,0.1,0.8,0.78,0.02
GGRS_102HIa_0010,1,10,1,High,9,SP/SW/WP/WW,No Till,2002,1.33,0.12,1.26,1.26,0
GGRS_102HIa_1020,1,1020,2,High,9,SP/SW/WP/WW,No Till,2002,1.38,0.13,1.24,1.23,0.01
GGRS_102HIa_2030,1,2030,3,High,9,SP/SW/WP/WW,No Till,2002,1.24,0.1,0.96,0.81,0.15
GGRS_102HIb_0010,1,10,1,High,9,SP/SW/WP/WW,No Till,2002,1.32,0.12,1.15,1.14,0.01
GGRS_102HIb_1020,1,1020,2,High,9,SP/SW/WP/WW,No Till,2002,1.46,0.14,1.09,1.08,0.01
GGRS_102HIb_2030,1,2030,3,High,9,SP/SW/WP/WW,No Till,2002,1.53,0.1,0.73,0.7,0.03
GGRS_102LOa_0010,1,10,1,Low,9,SP/SW/WP/WW,No Till,2002,1.4,0.15,1.32,1.31,0.01
GGRS_102LOa_1020,1,1020,2,Low,9,SP/SW/WP/WW,No Till,2002,1.39,0.13,1.15,1.12,0.03
GGRS_102LOa_2030,1,2030,3,Low,9,SP/SW/WP/WW,No Till,2002,1.3,0.11,0.88,0.88,0
GGRS_102LOb_0010,1,10,1,Low,9,SP/SW/WP/WW,No Till,2002,1.42,0.13,1.26,1.24,0.02
GGRS_102LOb_1020,1,1020,2,Low,9,SP/SW/WP/WW,No Till,2002,1.57,0.14,1.06,1.03,0.02
GGRS_102LOb_2030,1,2030,3,Low,9,SP/SW/WP/WW,No Till,2002,1.25,0.1,0.81,0.78,0.03
GGRS_104HIa_0010,1,10,1,High,1,TillFal/SW/TillFal/WW,Till,2002,1.34,0.14,1.26,1.26,0
GGRS_104HIa_1020,1,1020,2,High,1,TillFal/SW/TillFal/WW,Till,2002,1.36,0.13,1.14,1.13,0.01
